"Sub-Sector","Super Region","Sub-Sector Level 2","Sector","Sub-Sector Level 3","Time Level","Unit","Source","Super Region","Value","Date Value","Period Value"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","300.290","2007-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","307.330","2007-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","295.820","2006-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","318.180","2006-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","322.920","2006-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","316.600","2006-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","316.620","2006-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","315.390","2006-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","320.520","2006-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","324.290","2006-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","331.260","2006-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","326.420","2006-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","326.380","2006-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","307.200","2006-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","307.650","2005-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","306.320","2005-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","306.040","2005-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","290.330","2005-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","293.570","2005-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","302.400","2005-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","311.880","2005-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","320.030","2005-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","321.720","2005-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","303.510","2005-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","286.010","2005-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","270.310","2005-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","285.740","2004-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","288.240","2004-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","286.670","2004-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","272.950","2004-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","278.640","2004-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","294.420","2004-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","304.850","2004-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","304.510","2004-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","303.300","2004-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","297.350","2004-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","284.320","2004-02-29","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","271.610","2004-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","268.880","2003-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","281.230","2003-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","294.640","2003-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","286.660","2003-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","279.500","2003-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","284.920","2003-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","284.590","2003-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","285.520","2003-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","291.380","2003-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","281.590","2003-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","271.090","2003-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","274.050","2003-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","277.610","2002-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","288.070","2002-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","291.470","2002-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","270.650","2002-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","296.220","2002-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","304.270","2002-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","317.550","2002-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","327.030","2002-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","324.650","2002-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","333.500","2002-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","327.360","2002-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","320.300","2002-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","311.980","2001-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","312.190","2001-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","313.230","2001-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","309.290","2001-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","307.940","2001-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","312.880","2001-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","308.250","2001-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","328.360","2001-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","330.580","2001-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","308.540","2001-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","282.470","2001-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","294.330","2001-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","285.510","2000-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","286.440","2000-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","277.880","2000-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","277.890","2000-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","287.290","2000-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","282.190","2000-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","290.620","2000-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","294.710","2000-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","303.830","2000-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","297.090","2000-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","285.850","2000-02-29","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","283.880","2000-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","284.480","1999-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","298.330","1999-11-30","m"
